ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-7.1983;5.6006;1.1575;-7.5965;6.1696;0.6324;0.419;0.7051;-0.3422;-0.4633;0.6308;-1.0984;3854;1.89;-44.01;-1.47;178.41;-49.97;82.76;5;1010.29;44.684;37.509705;126.7641;38.8;NaN;;3.35;10.083202;181;29 / 42;651008;2021-05-13 12:14:24:619
-7.4618;6.463;-0.0199;-6.9847;6.8722;0.396;-0.0677;1.1587;-0.4942;-0.0633;-0.195;-0.8563;5560;1.41;-42.82;-3.03;174.03;-47.49;87.29;5;1010.29;47.001;37.509705;126.7641;38.8;NaN;;3.35;10.083202;181;29 / 42;651508;2021-05-13 12:14:25:119
-3.2829;9.0705;-0.2091;-7.2819;6.5573;0.3823;1.1712;-0.0335;-0.7171;0.1948;-0.041;1.557;7171;3.47;-44.45;3.34;184.87;-33.13;90.04;5;1010.3;45.543;37.50967;126.76409;39.51;NaN;;3.28;10.234759;180.5;29 / 42;652007;2021-05-13 12:14:25:618
-7.5217;5.3886;1.027;-8.363;5.0205;1.0127;0.7169;0.293;-0.6234;-0.0515;0.9709;2.0554;5640;13.17;-43.86;-0.1;182.87;-30.79;83.1;5;1010.29;46.36;37.50967;126.76409;39.51;NaN;;3.28;10.234759;180.5;29 / 42;652508;2021-05-13 12:14:26:119
-10.3963;5.3946;1.0425;-8.2926;5.2263;0.2977;2.1454;1.4022;0.6714;-0.1511;0.145;1.5218;4719;13.75;-42.24;-8.33;164.98;-32.2;87.94;5;1010.28;44.307;37.50964;126.76409;39.58;NaN;;2.83;10.155632;183.5;28 / 42;653008;2021-05-13 12:14:26:619
-8.5266;4.997;0.4053;-6.3707;7.4313;0.6001;1.2602;-0.7461;0.103;0.4747;1.4974;-0.7298;3902;4.97;-42.21;0.83;183.54;-49.27;84.62;5;1010.28;45.104;37.50964;126.76409;39.58;NaN;;2.83;10.155632;183.5;28 / 42;653508;2021-05-13 12:14:27:119
-0.0131;13.126;0.1095;-6.8311;6.9765;-0.914;-4.0056;-2.3573;0.4262;0.0821;2.2678;-0.0047;3858;5.59;-41.73;4.79;191.07;-38.36;81.75;5;1010.29;50.895;37.509617;126.76409;39.47;NaN;;2.63;10.136438;184.4;28 / 42;654008;2021-05-13 12:14:27:619
-11.0203;6.1983;1.9947;-8.2948;4.9624;1.6557;-0.962;0.1185;-1.0386;0.214;1.0853;2.2897;4210;5.55;-41.13;-0.95;180.34;-30.4;78.71;5;1010.28;56.339;37.509617;126.76409;39.47;NaN;;2.63;10.136438;184.4;28 / 42;654507;2021-05-13 12:14:28:118
-7.6499;2.1667;3.2979;-8.4619;4.4077;2.2667;0.3721;-0.3671;-1.145;0.2288;0.8679;-0.2492;4142;20.29;-35.15;-1.22;170.31;-37.42;94.85;5;1010.28;46.34;37.50959;126.76408;39.86;NaN;;2.5;10.170249;182.1;29 / 42;655008;2021-05-13 12:14:28:619
-1.6384;7.4164;-1.9123;-6.9515;6.9082;0.3515;-4.4327;0.1575;-1.4228;-0.5886;-0.9297;-0.9639;4926;16.13;-37.06;5.74;204.08;-44.78;87.1;5;1010.28;45.512;37.50959;126.76408;39.86;NaN;;2.5;10.170249;182.1;29 / 42;655508;2021-05-13 12:14:29:119
-3.8027;8.8848;-1.0307;-6.4701;7.2598;1.2661;-4.1264;-1.6573;-1.1403;-0.5467;-0.6106;0.4943;5217;4.2;-43.78;7.85;193.65;-36.1;88.78;5;1010.3;53.565;37.509567;126.76408;40.07;NaN;;2.52;10.215089;180.1;28 / 42;656008;2021-05-13 12:14:29:619
-6.7276;11.1605;-1.8476;-7.5587;6.1737;0.9605;0.8062;-0.2922;-0.4907;0.0366;-3.7896;-0.6388;4270;8.53;-42.06;1.31;178.44;-41.23;100.77;5;1010.29;53.193;37.509567;126.76408;40.07;NaN;;2.52;10.215089;180.1;28 / 42;656509;2021-05-13 12:14:30:120
-0.1293;5.1287;1.1719;-6.5952;6.9958;-1.932;-0.9687;0.6426;0.6406;-0.1903;1.8824;1.6291;2879;-7.63;-42.37;-0.36;183.69;-45.51;106.33;5;1010.29;54.202;37.50954;126.76407;40.26;NaN;;2.58;10.283887;181.2;26 / 42;657009;2021-05-13 12:14:30:620
-2.4134;10.3197;6.7019;-7.8003;5.9433;-0.0471;-6.6372;-2.9103;0.1631;1.0747;4.4509;2.0978;2112;-1.12;-39.53;-2.81;174.73;-37.3;90.35;5;1010.27;52.086;37.50954;126.76407;40.26;NaN;;2.58;10.283887;181.2;26 / 42;657507;2021-05-13 12:14:31:118
-4.3106;9.449;-3.1028;-7.6015;6.1656;-0.6105;-4.5972;-2.5983;1.9723;0.5686;1.2159;0.2067;1991;10.18;-40.28;10.77;207.17;-41.27;76.9;5;1010.28;51.572;37.509506;126.76406;41.17;NaN;;3.07;10.105698;183.5;27 / 42;658008;2021-05-13 12:14:31:619
-1.848;11.5642;-0.578;-7.5775;6.2026;0.528;1.3944;-0.1632;0.4736;0.262;0.1334;-0.5156;2300;13.74;-40.84;10.9;207.04;-39.23;86.01;5;1010.27;49.892;37.509506;126.76406;41.17;NaN;;3.07;10.105698;183.5;27 / 42;658508;2021-05-13 12:14:32:119
-8.6847;9.1938;-0.6187;-7.837;5.8375;0.8216;0.3486;0.519;-1.1068;-0.208;0.8341;0.4331;2951;13.63;-44.22;14.49;208.84;-36.53;84.01;5;1010.28;49.207;37.50947;126.76405;41.86;NaN;;3.34;10.018883;192.7;28 / 42;659008;2021-05-13 12:14:32:619
-14.5153;3.2746;-0.1911;-7.6155;6.1728;0.2661;-4.9876;-2.0461;0.4228;0.0608;-0.0754;0.4022;3501;7.84;-47.02;8.02;194.65;-39.01;88;5;1010.27;47.044;37.50947;126.76405;41.86;NaN;;3.34;10.018883;192.7;28 / 42;659508;2021-05-13 12:14:33:119
-5.3179;4.9826;-0.4247;-7.3745;6.464;0.0676;-0.2684;-0.8859;0.2256;-0.227;-0.1968;-0.7155;4546;13.17;-43.15;10.85;205.01;-41.23;89.48;5;1010.28;46.341;37.509445;126.76403;43.46;NaN;;3.22;10.023723;193.9;28 / 42;660007;2021-05-13 12:14:33:618
-5.1849;6.5025;0.6137;-7.0236;6.8154;0.6252;-0.0807;-0.1192;-0.2464;-0.2173;0.1847;-0.4688;5174;5.24;-45.07;-0.44;180.88;-44.03;84.91;5;1010.28;45.427;37.509445;126.76403;43.46;NaN;;3.22;10.023723;193.9;28 / 42;660508;2021-05-13 12:14:34:119
-7.9385;7.2918;-2.5926;-6.5729;7.2675;-0.387;0.3139;-1.0637;1.1001;-0.0193;-0.788;-1.5872;4870;6.59;-44.35;8.53;199.68;-47.82;93.37;5;1010.28;46.881;37.50941;126.764015;44.39;NaN;;3.11;10.114545;192.4;29 / 42;661008;2021-05-13 12:14:34:619
-6.0341;12.1223;-0.7062;-7.1514;6.7037;-0.2974;-1.0897;-0.9972;0.3544;0.2195;-0.0989;0.0472;4312;3.3;-46.06;9.7;197.53;-43.12;92.38;5;1010.28;53.358;37.50941;126.764015;44.39;NaN;;3.11;10.114545;192.4;29 / 42;661508;2021-05-13 12:14:35:119
-5.0424;1.5451;2.1564;-7.7078;6.058;-0.2484;2.185;0.0104;0.8408;0.1586;-0.6783;-0.0761;4118;15.25;-43.47;12.31;205.33;-38.15;91.85;5;1010.28;49.915;37.509384;126.76401;44.3;NaN;;2.99;10.042868;185.3;30 / 42;662008;2021-05-13 12:14:35:619
-7.5601;3.6507;0.3958;-7.1713;6.6889;0.0265;3.0657;0.9211;0.3872;-0.3984;-0.9432;-0.5702;3601;2.26;-45.68;1.14;181.79;-43.01;89.79;5;1010.28;45.891;37.509384;126.76401;44.3;NaN;;2.99;10.042868;185.3;30 / 42;662508;2021-05-13 12:14:36:119
-7.475;5.9504;0.0388;-6.5277;7.3017;-0.4946;0.4644;-1.0828;0.9638;0.345;-0.4102;0.0268;2904;-0.35;-44.37;1.62;183.9;-48.12;94.33;5;1010.27;47.816;37.509354;126.764;44.64;NaN;;2.88;10.013835;186.2;30 / 42;663008;2021-05-13 12:14:36:619
-6.3252;9.6059;0.3191;-7.9175;5.785;-0.1292;-0.0179;0.6267;0.431;0.0424;-0.1868;1.1379;3464;6.9;-42.87;7.02;192.71;-36.15;90.93;5;1010.27;48.342;37.509354;126.764;44.64;NaN;;2.88;10.013835;186.2;30 / 42;663508;2021-05-13 12:14:37:119
-11.285;4.3119;1.6941;-8.2164;5.3531;0.0706;-1.9041;0.5817;0.2479;0.2034;0.1518;1.1141;3173;11.98;-42.12;2.89;186.18;-33.08;89.51;5;1010.28;47.399;37.509327;126.764;43.3;NaN;;2.75;10.045904;189.5;29 / 42;664008;2021-05-13 12:14:37:619
-4.6316;9.1004;-0.9277;-7.2885;6.5593;0.1541;-2.3239;0.4948;0.2279;0.1253;-0.0382;0.2208;4987;6.06;-44.05;8.4;195.75;-41.98;88.79;5;1010.27;45.94;37.509327;126.764;43.3;NaN;;2.75;10.045904;189.5;29 / 42;664508;2021-05-13 12:14:38:119
-6.3264;7.1062;-1.0607;-7.4898;6.3268;0.2144;-0.0683;1.2956;-0.143;0.1329;0.1162;1.2624;5859;4.17;-46.11;5.27;188.9;-40.18;88.36;5;1010.27;44.587;37.5093;126.76399;42.66;NaN;;2.77;10.052973;191.2;25 / 42;665008;2021-05-13 12:14:38:619
-7.8595;6.0498;0.6269;-7.224;6.632;0.0222;2.5407;1.0448;0.4078;0.2589;-0.4073;-0.3221;6380;6.74;-45.13;11.63;202.91;-42.55;89.82;5;1010.27;43.671;37.5093;126.76399;42.66;NaN;;2.77;10.052973;191.2;25 / 42;665507;2021-05-13 12:14:39:118
-6.6066;5.112;2.3253;-7.6896;6.0826;0.2048;-0.2965;0.3225;0.1907;-0.0171;0.0987;1.1459;6172;9.29;-44.28;6.37;191.56;-34.63;87.48;5;1010.27;46.458;37.509274;126.763985;41.55;NaN;;2.86;10.000301;192.5;24 / 42;666008;2021-05-13 12:14:39:619
-11.5461;4.6592;-1.5302;-8.1884;5.3959;0.0729;-2.378;-0.8644;0.4989;0.1096;-0.1201;0.704;5522;11.26;-43.43;0.43;180.1;-36.9;89.74;5;1010.27;47.223;37.509274;126.763985;41.55;NaN;;2.86;10.000301;192.5;24 / 42;666511;2021-05-13 12:14:40:122
-4.7717;8.5519;0.2305;-7.5537;6.252;-0.1562;-2.2724;-0.84;-0.1209;0.2136;-0.2805;-0.4463;5160;12.88;-43.9;6.64;194.77;-39.61;91.18;5;1010.27;47.014;37.509247;126.76398;40.55;NaN;;2.83;10.142338;191.4;25 / 42;667009;2021-05-13 12:14:40:620
-6.2389;7.8129;0.1131;-7.4249;6.4064;-0.014;-0.0199;0.1911;0.136;0.0291;-0.0466;0.8046;5354;2.2;-48.4;7.73;192.86;-40.79;90.11;5;1010.27;45.884;37.509247;126.76398;40.55;NaN;;2.83;10.142338;191.4;25 / 42;667510;2021-05-13 12:14:41:121
-8.0463;8.6046;0.1418;-8.7671;4.2876;0.9617;-1.0027;1.5738;-0.6061;-0.2304;0.49;0.5547;5386;20.41;-43.82;6.25;194.65;-25.93;83.74;5;1010.27;50.402;37.509224;126.76397;39.93;NaN;;2.79;10.016385;190.9;29 / 42;668009;2021-05-13 12:14:41:620
0.4612;-0.5534;0.3586;-8.4351;4.9471;0.7382;-1.9081;-0.075;-0.1267;0.0372;0.7733;-1.1389;3654;20.32;-41.67;-0.11;183.81;-30.3;85;5;1010.27;49.278;37.509224;126.76397;39.93;NaN;;2.79;10.016385;190.9;29 / 42;668508;2021-05-13 12:14:42:119
-11.1006;4.0903;-0.5301;-7.6578;6.1131;0.3989;-3.3683;-1.1918;-0.126;-0.4437;0.0397;-0.5119;3463;8.63;-47.15;0.37;180.86;-38.56;87.02;5;1010.26;58.673;37.509197;126.76396;39.63;NaN;;2.75;9.935046;191.6;30 / 42;669008;2021-05-13 12:14:42:619
4.6988;21.6467;-3.8502;-7.3628;6.4772;-0.0773;-11.779;-1.3348;0.1521;0.4682;-0.7071;1.9201;3086;4.8;-46.21;12.27;200.98;-41.34;90.6;5;1010.25;46.767;37.509197;126.76396;39.63;NaN;;2.75;9.935046;191.6;30 / 42;669507;2021-05-13 12:14:43:118
-11.1605;8.8501;-0.5648;-7.736;5.9894;-0.6726;5.1828;1.3721;-0.4722;-0.5757;-0.3849;0.3222;4054;2.09;-49.94;3.6;185.7;-37.64;94.97;5;1010.26;60.148;37.509167;126.763954;39.46;NaN;;2.73;9.935046;190.2;30 / 42;670008;2021-05-13 12:14:43:619
-1.3653;9.5855;3.3985;-8.0914;5.5246;-0.423;-0.3638;-0.245;-1.4365;-0.0849;-1.6063;0.9621;5685;4.14;-41.1;2.2;183.24;-34.29;92.99;5;1010.26;52.877;37.509167;126.763954;39.46;NaN;;2.73;9.935046;190.2;30 / 42;670508;2021-05-13 12:14:44:119
-7.1001;5.7971;0.5383;-6.8237;7.0055;-0.7279;0.2428;-2.8839;2.6221;0.1362;0.5148;-1.0809;6998;4.69;-42.15;1.55;183.25;-45.59;96.09;5;1010.26;53.372;37.509148;126.76395;39.19;NaN;;2.63;9.995909;193.4;30 / 42;671008;2021-05-13 12:14:44:619
-5.0029;7.8392;-1.4883;-7.22;6.5847;-0.827;-0.3752;2.5997;-0.5114;0.4271;-0.2802;-0.4233;8420;9.94;-38.25;12.05;207.66;-42.18;96.53;5;1010.25;58.277;37.509148;126.76395;39.19;NaN;;2.63;9.995909;193.4;30 / 42;671508;2021-05-13 12:14:45:119
-8.8105;7.5781;4.2393;-6.8545;6.9928;-0.5349;3.9912;1.2468;-0.1612;0.0293;0.2771;-0.3088;8420;-0.99;-44.6;4.88;187.86;-38.46;88.21;5;1010.26;52.498;37.509125;126.76394;39.9;NaN;;2.68;9.935046;196.9;30 / 42;672008;2021-05-13 12:14:45:619
-4.434;2.98;-3.3424;-8.0397;5.5915;-0.5188;-2.2842;-2.4971;3.2649;-0.02;0.4086;0.4363;4561;12.06;-43.34;4.76;194.3;-38.71;81.15;5;1010.28;60.706;37.509125;126.76394;39.9;NaN;;2.68;9.935046;196.9;30 / 42;672508;2021-05-13 12:14:46:119
-13.5356;2.6422;0.185;-6.7707;6.8089;1.9918;0.9203;-1.8131;-0.6954;-0.4859;1.4346;-1.1005;2751;2.11;-47.69;-6.97;169.07;-43.97;73.61;5;1010.28;58.951;37.509094;126.76393;39.84;NaN;;2.68;9.935046;193.1;31 / 42;673008;2021-05-13 12:14:46:619
-17.9816;0.848;0.276;-8.2319;5.2878;0.6676;2.1793;0.4833;0.2622;0.2686;-0.5238;-0.7078;2424;10.92;-45.71;-2.71;176.32;-32.63;85.36;5;1010.29;53.841;37.509094;126.76393;39.84;NaN;;2.68;9.935046;193.1;31 / 42;673508;2021-05-13 12:14:47:119
-1.4731;3.9885;-0.5804;-8.0404;5.6047;-0.332;3.8144;0.6871;-0.0151;0.0337;-1.755;-0.4567;1931;2.63;-46.26;2.42;182.4;-41.38;101.6;5;1010.27;61.28;37.50907;126.76393;40.41;NaN;;2.78;9.935046;184.1;30 / 42;674008;2021-05-13 12:14:47:619
-4.1333;8.3602;-0.2163;-7.4423;6.3583;0.5962;3.8531;0.254;-0.8101;-0.8793;-0.7042;-1.3322;1966;7.03;-42.51;11.93;201.53;-39.47;97.71;5;1010.27;45.542;37.50907;126.76393;40.41;NaN;;2.78;9.935046;184.1;30 / 42;674507;2021-05-13 12:14:48:118
-3.2314;7.62;0.7299;-6.7314;6.8829;1.8666;1.708;-0.549;-2.0112;-0.6158;-1.6714;0.7299;2557;1.41;-42.84;4.74;188.74;-39.62;90.87;5;1010.26;46.166;37.509045;126.76392;40.7;NaN;;2.83;9.935046;188.5;30 / 42;675008;2021-05-13 12:14:48:619
-7.4343;6.0115;-0.4618;-7.5277;6.2527;-0.6385;-4.3862;-1.2676;0.9068;0.1349;-2.4039;-0.2273;2921;2.29;-41.58;2.9;185.21;-39.61;94.85;5;1010.28;47.542;37.509045;126.76392;40.7;NaN;;2.83;9.935046;188.5;30 / 42;675508;2021-05-13 12:14:49:119
-9.7615;6.8595;0.0568;-6.739;6.972;-1.4651;-1.879;0.298;1.3447;0.1145;-2.8513;-1.2226;2467;-12.18;-37.95;6.59;194.92;-43.91;101.3;5;1010.27;45.657;37.50901;126.76393;42.02;NaN;;3.06;10.236868;178.1;30 / 42;676008;2021-05-13 12:14:49:619
-8.1026;6.9589;-2.3938;-7.2325;6.6183;0.2445;2.3225;0.4517;0.1323;-1.1153;0.0789;1.657;2235;4.5;-38.66;11.46;198.82;-28.28;88.28;5;1010.26;46.213;37.50901;126.76393;42.02;NaN;;3.06;10.236868;178.1;30 / 42;676508;2021-05-13 12:14:50:119
-11.5545;1.5331;0.355;-8.9574;3.9837;0.2567;0.3056;1.3244;-0.1501;0.4377;-0.6611;-0.9732;1993;18.91;-32.45;5.66;194.78;-49.55;87.94;5;1010.26;47.07;37.508984;126.76392;41.71;NaN;;2.95;10.249928;193.4;30 / 42;677008;2021-05-13 12:14:50:619
-6.1563;5.9132;0.6425;-7.1067;6.7359;-0.5419;1.2023;0.2594;1.4145;0.6299;-0.8545;-2.7528;3516;6.23;-39.77;7.24;194.85;-43.38;94.36;5;1010.26;46.541;37.508984;126.76392;41.71;NaN;;2.95;10.249928;193.4;30 / 42;677508;2021-05-13 12:14:51:119
-4.2986;5.9971;-0.5241;-6.5088;7.3292;-0.2983;-0.2785;-1.4919;0.4136;-0.2503;0.2378;1.3949;4452;-7.9;-41.02;4.61;187.3;-39.9;87.9;5;1010.26;44.947;37.508957;126.7639;42.11;NaN;;2.59;9.935046;194.8;31 / 42;678008;2021-05-13 12:14:51:619
-9.086;4.9634;-0.0199;-7.4592;6.3633;-0.1959;-0.3892;-1.0595;-0.6728;-0.1232;-0.6011;1.4209;3619;-0.48;-38.11;-0.18;180;-40.46;91.5;5;1010.26;44.74;37.508957;126.7639;42.11;NaN;;2.59;9.935046;194.8;31 / 42;678508;2021-05-13 12:14:52:119
-2.0181;0.9247;-0.2917;-8.8916;4.1356;-0.0849;1.993;2.6391;1.2896;0.2014;-0.7803;0.7069;3412;8.57;-38.77;2.73;187.94;-38;86.6;5;1010.26;59.68;37.508923;126.7639;43.41;NaN;;3.05;9.935046;185.8;20 / 42;679008;2021-05-13 12:14:52:619
-1.1821;16.4893;6.951;-6.2879;7.5223;0.2184;3.4329;3.1181;-1.1861;-0.112;1.6861;0.2458;3524;-10.8;-43.11;1.96;182.57;-50.09;88.01;5;1010.26;57.823;37.508923;126.7639;43.41;NaN;;3.05;9.935046;185.8;20 / 42;679508;2021-05-13 12:14:53:119
-11.4647;4.5334;0.9156;-8.9223;3.8538;1.308;-0.497;-0.2223;0.0651;0.4704;2.8674;2.6344;2888;27.3;-35.09;3.14;201.34;-24.73;78.8;5;1010.26;48.856;37.5089;126.76389;44.54;NaN;;2.41;9.935046;194.6;22 / 42;680008;2021-05-13 12:14:53:619
-7.6439;3.259;-0.8439;-9.4957;1.9775;1.4461;0.7424;2.196;-0.1582;0.0685;0.8496;-1.0923;2384;27.97;-31.91;3.09;193.57;-65.4;116.39;5;1010.26;47.121;37.5089;126.76389;44.54;NaN;;2.41;9.935046;194.6;22 / 42;680508;2021-05-13 12:14:54:119
-2.3631;11.6744;-2.2824;-5.7219;7.9233;0.8071;-3.3955;-3.1308;-1.0922;-1.6088;-3.1313;-3.6826;2779;-1.93;-41.22;17.69;221.38;-62.3;91.27;5;1010.26;58.15;37.508877;126.76389;45.43;NaN;;2.38;10.008888;178.3;25 / 42;681008;2021-05-13 12:14:54:619
-1.4492;9.7843;-1.9123;-4.0341;8.9383;0.0604;2.1983;-0.7616;0.5932;-1.6444;-1.8901;-2.0066;4740;-12.41;-45.04;-7.1;166.26;-65.71;89.14;5;1010.25;53.061;37.508877;126.76389;45.43;NaN;;2.38;10.008888;178.3;25 / 42;681509;2021-05-13 12:14:55:120
-10.4574;4.3514;-0.7313;-4.3594;8.6778;-1.3647;-3.7096;-3.4363;1.6752;0.2915;-0.1706;2.7111;5911;18.35;-41.61;4.74;192.81;-24.63;83.39;5;1010.24;45.436;37.50884;126.763885;46.34;NaN;;3.78;10.066848;182.9;27 / 42;682008;2021-05-13 12:14:55:619
-2.6637;-1.0612;0.4856;-9.7793;0.2757;0.6783;-3.1332;0.111;-0.0708;-1.4556;2.5557;4.7748;5388;41.52;-26.32;7.08;212.61;1.64;75.43;5;1010.27;46.647;37.50884;126.763885;46.34;NaN;;3.78;10.066848;182.9;27 / 42;682508;2021-05-13 12:14:56:119
-10.007;3.6663;1.7408;-4.3356;8.7855;0.4321;4.036;-2.3658;-0.0423;0.0072;-0.5765;-5.2252;2792;-12.09;-52.98;7.41;182;-74.11;63.77;5;1010.25;56.017;37.508816;126.763885;46.28;NaN;;2.38;10.373727;189.9;28 / 42;683007;2021-05-13 12:14:56:618
-3.4518;7.8584;-0.263;-2.5159;9.4647;0.5094;-1.0288;-1.0152;-1.0958;-0.1815;0.1619;-1.0024;3365;-25.21;-50.48;14.32;192.53;-74.83;78.55;5;1010.24;50.162;37.508816;126.763885;46.28;NaN;;2.38;10.373727;189.9;28 / 42;683512;2021-05-13 12:14:57:123
-8.5542;7.1541;1.2234;-7.7732;5.9527;-0.5599;-0.2206;1.0544;-0.4867;0.4773;-4.0387;0.9381;4439;11.44;-43.93;15.12;199.53;-30.68;108.75;5;1010.24;42.455;37.508797;126.763885;47.25;NaN;;1.93;10.32411;181;28 / 42;684008;2021-05-13 12:14:57:619
-9.044;4.2675;-0.1157;-9.1934;3.3922;-0.3814;-0.2113;1.3775;0.32;0.2571;-0.056;-0.9424;4658;35.2;-25.93;23.58;242.05;-20.24;92.38;5;1010.24;42.575;37.508797;126.763885;47.25;NaN;;1.93;10.32411;181;28 / 42;684507;2021-05-13 12:14:58:118
-7.1732;9.1651;0.0304;-6.431;7.3749;-0.6509;-1.575;-1.4744;1.1965;0.0865;1.2868;-1.0535;4150;-2.3;-51.33;7.49;190.54;-51.1;78.25;5;1010.24;45.96;37.508785;126.763885;47.35;NaN;;1.25;10.308859;181;29 / 42;685008;2021-05-13 12:14:58:619
-10.9485;4.0675;1.1982;-8.8349;4.1047;1.1254;0.7644;2.0942;-1.0509;0.8437;-0.3499;-1.1112;3631;36.44;-37.26;15.52;226.32;-24.74;82.74;5;1010.24;47.125;37.508785;126.763885;47.35;NaN;;1.25;10.308859;181;29 / 42;685508;2021-05-13 12:14:59:119
-7.7349;4.7466;0.991;-7.0472;6.7116;1.2092;-0.1112;-1.0569;-0.0701;-0.4422;2.0135;-1.2555;2456;11.07;-49.55;5.95;194.78;-52.24;87.18;5;1010.24;46.171;37.508766;126.76388;47.01;NaN;;1.98;10.28255;186.4;28 / 42;686008;2021-05-13 12:14:59:619
-6.6258;7.8787;-1.9159;-7.4308;6.3727;0.5846;-0.5323;-0.9661;-0.1244;-0.0337;1.9316;0.0085;2937;7.14;-46.38;12.96;203.48;-40.53;85.5;5;1010.24;49.605;37.508766;126.76388;47.01;NaN;;1.98;10.28255;186.4;28 / 42;686508;2021-05-13 12:15:00:119
-8.0942;5.3323;-0.154;-7.8493;5.8748;0.2155;-0.1936;-0.0617;0.2202;0.0433;-0.0492;0.5537;4025;14.06;-49.33;9.31;198.19;-38.24;86.11;5;1010.24;47.099;37.508755;126.76388;46;NaN;;0.75;10.179845;183.6;28 / 42;687008;2021-05-13 12:15:00:619
-5.8042;5.833;0.3922;-7.1851;6.6735;-0.0998;0.9907;-0.2604;0.7946;0.4832;-0.148;-0.8262;3723;1.19;-47.26;0.92;181.67;-42.88;90.8;5;1010.24;46.746;37.508755;126.76388;46;NaN;;0.75;10.179845;183.6;28 / 42;687507;2021-05-13 12:15:01:118
-1.4156;6.7253;0.8042;-7.1006;6.7571;-0.3068;-0.4681;-0.3869;0.4452;0.2327;-0.4141;-0.119;3180;1.78;-48.77;3.15;184.84;-39.65;87.24;5;1010.23;47.74;37.508736;126.76387;46.31;NaN;;3.32;10.238952;195.8;30 / 42;688008;2021-05-13 12:15:01:619
-8.2008;7.3433;-0.7002;-7.8244;5.9014;0.35;-1.5873;-0.2188;-0.1246;-0.021;1.0534;1.3829;3383;3.13;-48.03;6.4;189.48;-37;87.44;5;1010.23;46.436;37.508736;126.76387;46.31;NaN;;3.32;10.238952;195.8;30 / 42;688508;2021-05-13 12:15:02:119
-7.0822;6.5157;0.7647;-7.7929;5.9436;-0.3389;-0.9328;0.445;0.691;0.4768;-0.1782;0.1941;4195;12.28;-45.99;2.62;187.8;-37.2;84.92;5;1010.24;48.163;37.508713;126.76386;45.48;NaN;;2.21;10.173135;187.3;29 / 42;689009;2021-05-13 12:15:02:620
-4.9047;7.0727;-1.0619;-6.9974;6.8707;0.0237;-2.1885;-1.2149;0.9405;0.181;2.1905;0.5756;6161;2.56;-49.07;-2.4;176.53;-44.48;89.81;5;1010.24;44.653;37.508713;126.76386;45.48;NaN;;2.21;10.173135;187.3;29 / 42;689508;2021-05-13 12:15:03:119
-7.5684;7.111;-0.1624;-7.561;6.1998;-0.7508;0.7894;0.0271;1.1496;0.0389;0.7581;0.5363;4821;11.93;-45.38;5.43;192.98;-34.15;79.09;5;1010.24;44.974;37.50869;126.76386;44.08;NaN;;2.14;10.159731;181.1;30 / 42;690008;2021-05-13 12:15:03:619
-11.091;5.851;0.9132;-8.1184;5.5002;-0.0971;1.005;-0.0492;0.2163;0.1496;0.3132;0.9187;3864;13.79;-42.54;6.12;196.48;-35.81;81.16;5;1010.25;46.002;37.50869;126.76386;44.08;NaN;;2.14;10.159731;181.1;30 / 42;690508;2021-05-13 12:15:04:119
-5.2796;7.7494;0.9479;-7.4757;6.2765;0.9432;-2.1303;-0.4857;-0.0257;0.0589;1.0461;-0.5232;2593;8.56;-47.07;3.07;188.05;-46.35;85.5;5;1010.24;46.722;37.508663;126.76386;43.47;NaN;;2.73;10.040273;184.5;29 / 42;691008;2021-05-13 12:15:04:619
-2.4613;9.4825;-1.7446;-7.0172;6.7887;0.9184;0.7642;-0.1001;-1.0043;-0.0961;0.7417;-0.1108;2819;11.2;-47.64;4.61;193.05;-43.81;82.54;5;1010.24;46.899;37.508663;126.76386;43.47;NaN;;2.73;10.040273;184.5;29 / 42;691508;2021-05-13 12:15:05:119
-9.4345;5.4641;0.1215;-6.8937;6.9197;0.8741;1.1777;-0.8847;-0.7736;0.0137;0.7415;-1.0948;2679;6.5;-47.9;5.76;191.27;-42.54;87.25;5;1010.24;45.815;37.50864;126.763855;41.66;NaN;;2.63;9.969658;185.7;28 / 42;692008;2021-05-13 12:15:05:619
-8.3038;6.1779;-0.2247;-7.5002;6.2628;0.834;0.1702;0.5667;-0.9154;-0.3526;0.4848;0.4894;2635;6.08;-46.93;4.09;188.09;-39.69;83.65;5;1010.23;46.112;37.50864;126.763855;41.66;NaN;;2.63;9.969658;185.7;28 / 42;692508;2021-05-13 12:15:06:119
